OrthoRecord,Token,Normalized,Status,Comments
urn:cite:hmt:normalized.1931,οὑτω,οὕτω,proposed,
urn:cite:hmt:normalized.326,οῦσα,οὖσα,proposed,
urn:cite:hmt:normalized.1844,οὐσα,οὖσα,proposed,
urn:cite:hmt:normalized.640,οῦσαν,οὖσαν,proposed,
urn:cite:hmt:normalized.1078,οῦτα,οὖτα,proposed,
urn:cite:hmt:normalized.2242,οὐταμενοι,οὐτάμενοι,proposed,
urn:cite:hmt:normalized.2250,ούτασται,οὔτασται,proposed,
urn:cite:hmt:normalized.1489,οῦτοι,οὗτοι,proposed,
urn:cite:hmt:normalized.1524,οῦτος,οὗτος,proposed,
urn:cite:hmt:normalized.1584,οῦτος,οὗτος,proposed,
urn:cite:hmt:normalized.1637,ουτοι,οὗτοι,proposed,
urn:cite:hmt:normalized.1583,ουτος,οὗτος,proposed,
urn:cite:hmt:normalized.1355,ούτω,οὕτω,proposed,
urn:cite:hmt:normalized.1240,ούτως,οὕτως,proposed,
urn:cite:hmt:normalized.1523,ουτως,οὕτως,proposed,
urn:cite:hmt:normalized.515,οὑτως,οὕτως,proposed,
urn:cite:hmt:normalized.673,ουχι,οὐχί,proposed,
urn:cite:hmt:normalized.1687,οὐχι,οὐχί,proposed,
urn:cite:hmt:normalized.1396,ούνεκα,οὕνεκα,proposed,
urn:cite:hmt:normalized.832,οφείλων,ὀφείλων,proposed,
urn:cite:hmt:normalized.2262,όφελλον,ὄφελλον,proposed,
urn:cite:hmt:normalized.685,ὀφελος,ὄφελος,proposed,
urn:cite:hmt:normalized.150,ὀφθαλμών,ὀφθαλμώ,proposed,
urn:cite:hmt:normalized.1914,όχεα,ὄχεα,proposed,
urn:cite:hmt:normalized.1400,όψεις,ὄψεις,proposed,
urn:cite:hmt:normalized.2219,όψον,ὄψον,proposed,
urn:cite:hmt:normalized.1825,παντα,πάντα,proposed,
urn:cite:hmt:normalized.178,παρ,πάρ,proposed,
urn:cite:hmt:normalized.313,παρ,πὰρ,proposed,
urn:cite:hmt:normalized.1677,πατρώων,πατρῴων,proposed,
urn:cite:hmt:normalized.348,πάρεστη,παρέστη,proposed,
urn:cite:hmt:normalized.1557,παισιν,παισίν,proposed,
urn:cite:hmt:normalized.1892,παλαιοι,παλαιοὶ,proposed,
urn:cite:hmt:normalized.516,παλαιον,πάλαιον,proposed,
urn:cite:hmt:normalized.387,παλιν,πάλιν,proposed,
urn:cite:hmt:normalized.749,παλιὸν,πάλιον,proposed,
urn:cite:hmt:normalized.1748,παν,πᾶν,proposed,
urn:cite:hmt:normalized.2271,πανσυδίη,πανσυδίῃ,proposed,
urn:cite:hmt:normalized.937,παντων,πάντων,proposed,
urn:cite:hmt:normalized.965,παθος,πάθος,proposed,
urn:cite:hmt:normalized.246,παρα,παρά,proposed,
urn:cite:hmt:normalized.346,παρα,παρὰ,proposed,
urn:cite:hmt:normalized.797,παραγενηται,παραγένηται,proposed,
urn:cite:hmt:normalized.1338,παραληγουσῃ,παραληγούσῃ,proposed,
urn:cite:hmt:normalized.1116,παραστήση,παραστήσῃ,proposed,
urn:cite:hmt:normalized.1144,παραστήση,παραστήσῃ,proposed,
urn:cite:hmt:normalized.1114,παρεκ,παρέκ,proposed,
urn:cite:hmt:normalized.1141,παρεκ,παρέκ,proposed,
urn:cite:hmt:normalized.1808,παρεκτεταται,παρεκτέταται,proposed,
urn:cite:hmt:normalized.1273,παρελκει,παρέλκει,proposed,
urn:cite:hmt:normalized.2073,παρεξ,παρὲξ,proposed,
urn:cite:hmt:normalized.1533,παρεχουσαν,παρέχουσαν,proposed,
urn:cite:hmt:normalized.1314,παρημενοι,παρήμενοι,proposed,
urn:cite:hmt:normalized.938,παροιμια,παροιμία,proposed,
urn:cite:hmt:normalized.1098,παρολκην,παρολκήν,proposed,
urn:cite:hmt:normalized.1060,παρθενιος,παρθένιος,proposed,
urn:cite:hmt:normalized.152,παράρητοί,παράρρητοί,proposed,
urn:cite:hmt:normalized.243,παράρητοί,παράρρητοί,proposed,
urn:cite:hmt:normalized.1982,παρην,παρῆν,proposed,
urn:cite:hmt:normalized.1787,πασεν,πάσεν,proposed,
urn:cite:hmt:normalized.706,πασης,πάσης,proposed,
urn:cite:hmt:normalized.347,πασιν,πᾶσιν,proposed,
urn:cite:hmt:normalized.916,πατρι,πατρί,proposed,
urn:cite:hmt:normalized.1932,πεδιου,πεδίου,proposed,
urn:cite:hmt:normalized.1998,πεζῆ,πεζῇ,proposed,
urn:cite:hmt:normalized.2024,πεπληγε,πέπληγε,proposed,
urn:cite:hmt:normalized.1681,πεπνυμενος,πεπνυμένος,proposed,
urn:cite:hmt:normalized.565,πέσθαι,πτέσθαι,proposed,
urn:cite:hmt:normalized.561,πεφυκει,πεφύκει,proposed,
urn:cite:hmt:normalized.1256,πεῖσθῆναι,πεισθῆναι,proposed,
urn:cite:hmt:normalized.1558,πελαγος,πέλαγος,proposed,
urn:cite:hmt:normalized.2202,πελειαδα,πελειάδα,proposed,
urn:cite:hmt:normalized.1471,πεμφθῆ,πεμφθῇ,proposed,
urn:cite:hmt:normalized.1115,πενθεϊ,πένθεϊ,proposed,
urn:cite:hmt:normalized.1142,πενθεϊ,πένθεϊ,proposed,
urn:cite:hmt:normalized.939,πεπορθηκοτες,πεπορθηκότες,proposed,
urn:cite:hmt:normalized.441,περι,περὶ,proposed,
urn:cite:hmt:normalized.467,περι,περί,proposed,
urn:cite:hmt:normalized.1813,περιπεπλεγμενας,περιπεπλεγμένας,proposed,
urn:cite:hmt:normalized.940,περιφραστικως,περιφραστικῶς,proposed,
urn:cite:hmt:normalized.1255,περισπαστεον,περισπαστέον,proposed,
urn:cite:hmt:normalized.1413,περισπωμενως,περισπωμένως,proposed,
urn:cite:hmt:normalized.1175,περισσος,περισσός,proposed,
urn:cite:hmt:normalized.2278,περιττεύη,περιττεύῃ,proposed,
urn:cite:hmt:normalized.2161,πηγῆ,πηγῇ,proposed,
urn:cite:hmt:normalized.2125,πηχυ,πῆχυ,proposed,
urn:cite:hmt:normalized.1692,πικρην,πικρήν,proposed,
urn:cite:hmt:normalized.995,πίπτον,πῖπτον,proposed,
urn:cite:hmt:normalized.286,πίσση,πίσσῃ,proposed,
urn:cite:hmt:normalized.772,πίσση,πίσσῃ,proposed,
urn:cite:hmt:normalized.773,πῖσσα,πίσσα,proposed,
urn:cite:hmt:normalized.1664,πιεμεναι,πιέμεναι,proposed,
urn:cite:hmt:normalized.1257,πιον,πίον,proposed,
urn:cite:hmt:normalized.1544,πιθανον,πιθανόν,proposed,
urn:cite:hmt:normalized.707,πιθανωτερον,πιθανώτερον,proposed,
urn:cite:hmt:normalized.750,πιστέον,πειστέον,proposed,
urn:cite:hmt:normalized.1243,πιστη,πιστή,proposed,
urn:cite:hmt:normalized.835,πιστος,πιστός,proposed,
urn:cite:hmt:normalized.442,πλεόντες,πλέοντες,proposed,
urn:cite:hmt:normalized.1031,πλεονασμον,πλεονασμὸν,proposed,
urn:cite:hmt:normalized.365,πλεονασμον,πλεονασμόν,proposed,
urn:cite:hmt:normalized.990,πληθοντι,πλήθοντι,proposed,
urn:cite:hmt:normalized.708,πληθυντικον,πληθυντικόν,proposed,
urn:cite:hmt:normalized.917,πλησιασαντες,πλησιάσαντες,proposed,
urn:cite:hmt:normalized.2186,πλοκαμους,πλοκάμους,proposed,
urn:cite:hmt:normalized.1244,πόμνον,ποίμνιον,proposed,
urn:cite:hmt:normalized.518,ποιητην,ποιήτην,proposed,
urn:cite:hmt:normalized.991,ποιητην,ποιήτην,proposed,
urn:cite:hmt:normalized.77,ποιμενα,ποιμένα,proposed,
urn:cite:hmt:normalized.2120,ποιούση,ποιούσῃ,proposed,
urn:cite:hmt:normalized.798,πολεας,πολέας,proposed,
urn:cite:hmt:normalized.1061,πολεις,πολεῖς,proposed,
urn:cite:hmt:normalized.1765,πολεμος,πόλεμος,proposed,
urn:cite:hmt:normalized.992,πολεμου,πολεμοῦ,proposed,
urn:cite:hmt:normalized.641,πολιν,πόλιν,proposed,
urn:cite:hmt:normalized.1490,πολις,πόλις,proposed,
urn:cite:hmt:normalized.1926,πολλα,πολλὰ,proposed,
urn:cite:hmt:normalized.519,πολλακις,πολλάκις,proposed,
urn:cite:hmt:normalized.1062,πολλας,πολλᾶς,proposed,
urn:cite:hmt:normalized.422,πολυ,πολύ,proposed,
urn:cite:hmt:normalized.2048,πολυξυλον,πολύξυλον,proposed,
urn:cite:hmt:normalized.184,πολύρηνες,πολύρρηνες,proposed,
urn:cite:hmt:normalized.92,πολύρηνες,πολύρρηνες,proposed,
urn:cite:hmt:normalized.966,πολυπαμονος,πολυπάμονος,proposed,
urn:cite:hmt:normalized.2299,πολυς,πολύς,proposed,
urn:cite:hmt:normalized.1902,πορευθητι,πορεύθητι,proposed,
urn:cite:hmt:normalized.1063,ποταμων,ποταμῶν,proposed,
urn:cite:hmt:normalized.993,ποτερον,πότερον,proposed,
urn:cite:hmt:normalized.544,ποτι,ποτὶ,proposed,
urn:cite:hmt:normalized.562,ποτι,ποτί,proposed,
urn:cite:hmt:normalized.918,πρεσβευτην,πρεσβευτήν,proposed,
urn:cite:hmt:normalized.2014,πρηξιν,πρῆξιν,proposed,
urn:cite:hmt:normalized.1718,πριν,πρὶν,proposed,
urn:cite:hmt:normalized.1631,προ,πρό,proposed,
urn:cite:hmt:normalized.16,προ,πρὸ,proposed,
urn:cite:hmt:normalized.181,προ,πρό,proposed,
urn:cite:hmt:normalized.1507,προβεβλησθαι,προβεβλῆσθαι,proposed,
urn:cite:hmt:normalized.1384,προδρομος,πρόδρομος,proposed,
urn:cite:hmt:normalized.1895,προειρηκεναι,προειρηκέναι,proposed,
urn:cite:hmt:normalized.941,προειρημενων,προειρημένων,proposed,
urn:cite:hmt:normalized.1975,προελαβον,προέλαβον,proposed,
urn:cite:hmt:normalized.564,προεσθαι,προέσθαι,proposed,
urn:cite:hmt:normalized.799,προμάχοι,πρόμαχοι,proposed,
urn:cite:hmt:normalized.44,προμολούσαν,προμολοῦσαν,proposed,
urn:cite:hmt:normalized.605,προμολούσαν,προμολοῦσαν,proposed,
urn:cite:hmt:normalized.967,προθεσιν,πρόθεσιν,proposed,
urn:cite:hmt:normalized.1607,προς,πρός,proposed,
urn:cite:hmt:normalized.408,προς,πρὸς,proposed,
urn:cite:hmt:normalized.444,προς,πρὸς,proposed,
urn:cite:hmt:normalized.45,προς,πρὸς,proposed,
urn:cite:hmt:normalized.521,προς,πρὸς,proposed,
urn:cite:hmt:normalized.606,προς,πρὸς,proposed,
urn:cite:hmt:normalized.1729,προσδιδοσθαι,προσδίδοσθαι,proposed,
urn:cite:hmt:normalized.655,προσήυδα,προσηύδα,proposed,
urn:cite:hmt:normalized.1737,προσθεν,πρόσθεν,proposed,
urn:cite:hmt:normalized.1087,προσωπου,προσώπου,proposed,
urn:cite:hmt:normalized.1064,προσχων,προσχών,proposed,
urn:cite:hmt:normalized.919,προσήυδᾱ,προσηύδᾱ,proposed,
urn:cite:hmt:normalized.2200,προσωδίαν,προσῳδίαν,proposed,
urn:cite:hmt:normalized.2123,προσωδίας,προσῳδίας,proposed,
urn:cite:hmt:normalized.1936,προσωπον,πρόσωπον,proposed,
urn:cite:hmt:normalized.1414,προτερας,προτέρας,proposed,
urn:cite:hmt:normalized.1559,προτι,προτί,proposed,
urn:cite:hmt:normalized.2223,προτμησιν,πρότμησιν,proposed,
urn:cite:hmt:normalized.881,πρώτοι,πρῶτοι,proposed,
urn:cite:hmt:normalized.968,πρωτα,πρῶτα,proposed,
urn:cite:hmt:normalized.994,πρωτον,πρῶτον,proposed,
urn:cite:hmt:normalized.522,πτεῖσαι,πεῖσαι,proposed,
urn:cite:hmt:normalized.1735,πτωσιν,πτῶσιν,proposed,
urn:cite:hmt:normalized.882,πυργος,πύργος,proposed,
urn:cite:hmt:normalized.1356,πυρι,πυρί,proposed,
urn:cite:hmt:normalized.1316,πύλησιν,πύλῃσιν,proposed,
urn:cite:hmt:normalized.1979,πυκνα,πυκνά,proposed,
urn:cite:hmt:normalized.730,πω,πώ,proposed,
urn:cite:hmt:normalized.1683,ρ',ῥ',proposed,
urn:cite:hmt:normalized.1768,ῥ,ῥ',proposed,
urn:cite:hmt:normalized.1143,ρα,ῥά,proposed,
urn:cite:hmt:normalized.1534,ρά,ῥά,proposed,
urn:cite:hmt:normalized.2118,ρανίδες,ῥανίδες,proposed,
urn:cite:hmt:normalized.469,ραψῳδίᾳ,ῥαψῳδία,proposed,
urn:cite:hmt:normalized.943,ρηϊδίως,ῥηϊδίως,proposed,
urn:cite:hmt:normalized.1700,ρεῖα,ῥεῖα,proposed,
urn:cite:hmt:normalized.1505,ρέξας,ῥέξας,proposed,
urn:cite:hmt:normalized.942,ρημα,ῥῆμα,proposed,
urn:cite:hmt:normalized.709,ρηματος,ῥήματος,proposed,
urn:cite:hmt:normalized.2109,ῥητεον,ῥητέον,proposed,
urn:cite:hmt:normalized.1287,ρήτορα,ῥήτορα,proposed,
urn:cite:hmt:normalized.46,ρίγησεν,ῥίγησεν,proposed,
urn:cite:hmt:normalized.2070,ριζῶν,ῥιζῶν,proposed,
urn:cite:hmt:normalized.336,ριφθεισης,ῥιφθείσης,proposed,
urn:cite:hmt:normalized.1771,ῥινον,ῥινὸν,proposed,
urn:cite:hmt:normalized.1611,ρινὸς,ῥινὸς,proposed,
urn:cite:hmt:normalized.1863,ρις,ῥὶς,proposed,
urn:cite:hmt:normalized.1743,ρόον,ῥόον,proposed,
urn:cite:hmt:normalized.2239,ῥυσι,ῥύσι',proposed,
urn:cite:hmt:normalized.996,σαρκος,σαρκός,proposed,
urn:cite:hmt:normalized.2170,σαφες,σαφές,proposed,
urn:cite:hmt:normalized.1861,σαφεστερον,σαφέστερον,proposed,
urn:cite:hmt:normalized.1727,σημαίνη,σημαίνῃ,proposed,
urn:cite:hmt:normalized.470,σήμαινοντος,σημαίνοντος,proposed,
urn:cite:hmt:normalized.1767,σθενος,σθένος,proposed,
urn:cite:hmt:normalized.349,σκεψεως,σκέψεως,proposed,
urn:cite:hmt:normalized.2033,σκληραν,σκληράν,proposed,
urn:cite:hmt:normalized.1473,σοφος,σοφός,proposed,
urn:cite:hmt:normalized.751,σονἀλείφειν,συναλείφειν,proposed,
urn:cite:hmt:normalized.1245,σορεῦσαι,σωρεῦσαι,proposed,
urn:cite:hmt:normalized.2052,σπασθεντος,σπασθέντος,proposed,
urn:cite:hmt:normalized.1669,σπιδεος,σπιδέος,proposed,
urn:cite:hmt:normalized.1599,σπονδειακον,σπονδειακόν,proposed,
urn:cite:hmt:normalized.800,σπουδαζειν,σπουδάζειν,proposed,
urn:cite:hmt:normalized.1560,στεναχιζετο,στεναχίζετο,proposed,
urn:cite:hmt:normalized.1850,στερεον,στερεόν,proposed,
urn:cite:hmt:normalized.366,στήσα,στῆσα,proposed,
urn:cite:hmt:normalized.1459,στηθεσσιν,στήθεσσιν,proposed,
urn:cite:hmt:normalized.2230,στιγμη,στιγμή,proposed,
urn:cite:hmt:normalized.969,στιγμης,στιγμῆς,proposed,
urn:cite:hmt:normalized.287,στικτεον,στικτέον,proposed,
urn:cite:hmt:normalized.774,στικτεον,στικτέον,proposed,
urn:cite:hmt:normalized.752,στιχου,στίχου,proposed,
urn:cite:hmt:normalized.944,στρατευσαμενων,στρατευσαμένων,proposed,
urn:cite:hmt:normalized.997,στρατιωτων,στρατιωτῶν,proposed,
urn:cite:hmt:normalized.300,στρατόφιν,στρατόφι,proposed,
urn:cite:hmt:normalized.856,συ,σὺ,proposed,
urn:cite:hmt:normalized.523,συν,σύν,proposed,
urn:cite:hmt:normalized.954,συν,σὺν,proposed,
urn:cite:hmt:normalized.710,συν,σύν,proposed,
urn:cite:hmt:normalized.72,συν,σύν,proposed,
urn:cite:hmt:normalized.801,συγκατατιθεται,συγκατατίθεται,proposed,
urn:cite:hmt:normalized.1032,συγκοπῆ,συγκοπῇ,proposed,
urn:cite:hmt:normalized.1858,συγκοπον,σύγκοπον,proposed,
urn:cite:hmt:normalized.2185,συλλαβην,συλλάβην,proposed,
urn:cite:hmt:normalized.2296,συμβουλῆ,συμβουλῇ,proposed,
urn:cite:hmt:normalized.47,συμπεπτῶκέναι,συμπεπτωκέναι,proposed,
urn:cite:hmt:normalized.607,συμπεπτῶκέναι,συμπεπτωκέναι,proposed,
urn:cite:hmt:normalized.2047,συμφυτοι,σύμφυτοι,proposed,
urn:cite:hmt:normalized.1762,συμφωνον,σύμφωνον,proposed,
urn:cite:hmt:normalized.566,συναλιφην,συναλιφήν,proposed,
urn:cite:hmt:normalized.1117,συναπτεον,συναπτέον,proposed,
urn:cite:hmt:normalized.1145,συναπτεον,συναπτέον,proposed,
urn:cite:hmt:normalized.1221,συναπτεον,συναπτέον,proposed,
urn:cite:hmt:normalized.998,συνειλημμενον,συνειλημμένον,proposed,
urn:cite:hmt:normalized.883,συνεστηκεν,συνέστηκεν,proposed,
urn:cite:hmt:normalized.753,σύνθετώ,συνθέτῳ,proposed,
urn:cite:hmt:normalized.1386,συνσταλτέον,συσταλτέον,proposed,
urn:cite:hmt:normalized.1119,σύρξ,σάρξ,proposed,
urn:cite:hmt:normalized.1147,σύρξ,σάρξ,proposed,
urn:cite:hmt:normalized.1118,σύρκες,σάρκες,proposed,
urn:cite:hmt:normalized.1146,σύρκες,σάρκες,proposed,
urn:cite:hmt:normalized.1877,συστολῆ,συστολῇ,proposed,
urn:cite:hmt:normalized.48,σφυρων,σφυρῶν,proposed,
urn:cite:hmt:normalized.608,σφυρων,σφυρῶν,proposed,
urn:cite:hmt:normalized.1387,σχετλιαστικον,σχετλιαστικὸν,proposed,
urn:cite:hmt:normalized.2129,σχηματισμος,σχηματισμός,proposed,
urn:cite:hmt:normalized.2181,τ,τ',proposed,
urn:cite:hmt:normalized.1033,τα,τὰ,proposed,
urn:cite:hmt:normalized.1454,τας,τὰς,proposed,
urn:cite:hmt:normalized.920,τας,τᾶς,proposed,
urn:cite:hmt:normalized.945,τας,τᾶς,proposed,
urn:cite:hmt:normalized.1887,ταυτὸ,ταὐτὸ,proposed,
urn:cite:hmt:normalized.1222,ταλαντα,τάλαντα,proposed,
urn:cite:hmt:normalized.1223,ταλαντον,τάλαντον,proposed,
urn:cite:hmt:normalized.1040,τὰμεσίχροα,ταμεσίχροα,proposed,
urn:cite:hmt:normalized.1066,τὰμεσίχροα,ταμεσίχροα,proposed,
urn:cite:hmt:normalized.1990,τἀνδρος,τἀνδρός,proposed,
urn:cite:hmt:normalized.1224,ταυτα,ταῦτα,proposed,
urn:cite:hmt:normalized.1258,ταυτα,ταῦτα,proposed,
urn:cite:hmt:normalized.1820,ταύτη,ταύτῃ,proposed,
urn:cite:hmt:normalized.1621,ταυτῷ,ταὐτῷ,proposed,
urn:cite:hmt:normalized.1317,ταχα,τάχα,proposed,
urn:cite:hmt:normalized.1730,τεθειμενα,τεθειμένα,proposed,
urn:cite:hmt:normalized.836,τειρει,τείρει,proposed,
urn:cite:hmt:normalized.1704,τεκνον,τέκνον,proposed,
urn:cite:hmt:normalized.1288,τεκος,τέκος,proposed,
urn:cite:hmt:normalized.675,τελεια,τελεία,proposed,
urn:cite:hmt:normalized.1572,τελευτη,τελευτή,proposed,
urn:cite:hmt:normalized.642,τελευτών,τελευτῶν,proposed,
urn:cite:hmt:normalized.1177,τελος,τέλος,proposed,
urn:cite:hmt:normalized.676,τελος,τέλος,proposed,
urn:cite:hmt:normalized.837,τελος,τέλος,proposed,
urn:cite:hmt:normalized.711,τεσσαρσι,τέσσαρσι,proposed,
urn:cite:hmt:normalized.946,τετραφθαι,τετράφθαι,proposed,
urn:cite:hmt:normalized.712,τετρασυλλαβως,τετρασυλλάβως,proposed,
urn:cite:hmt:normalized.1694,τετρωμενος,τετρωμένος,proposed,
urn:cite:hmt:normalized.1839,τεττιγα,τέττιγα,proposed,
urn:cite:hmt:normalized.1755,τευχεσι,τεύχεσι,proposed,
urn:cite:hmt:normalized.1751, τευχοιμι,τεύχοιμι,proposed,
urn:cite:hmt:normalized.1309,τη,τῇ,proposed,
urn:cite:hmt:normalized.1474,τηρηθῆ,τηρηθῇ,proposed,
urn:cite:hmt:normalized.677,της,τῆς,proposed,
urn:cite:hmt:normalized.1318,τιμη,τιμῇ,proposed,
urn:cite:hmt:normalized.471,τιμῆ,τιμῇ,proposed,
urn:cite:hmt:normalized.1460,τιμηθήση,τιμηθήσῃ,proposed,
urn:cite:hmt:normalized.472,το,τὸ,proposed,
urn:cite:hmt:normalized.567,το,τό,proposed,
urn:cite:hmt:normalized.1330,τοδε,τόδε,proposed,
urn:cite:hmt:normalized.921,τον,τὸν,proposed,
urn:cite:hmt:normalized.525,τοξοτην,τοξότην,proposed,
urn:cite:hmt:normalized.2279,τουμφανὲς,τοὐμφανὲς,proposed,
urn:cite:hmt:normalized.185,τούνεκα,τοὔνεκα,rejected,
urn:cite:hmt:normalized.93,τούνεκα,τοὔνεκα,proposed,
urn:cite:hmt:normalized.1018,τούνεκά,τοὔνεκά,rejected,
urn:cite:hmt:normalized.135,τούνεκά,τοὔνεκα,proposed,
urn:cite:hmt:normalized.227,τούνεκά,τοὔνεκα,rejected,
urn:cite:hmt:normalized.2111,τουπίσω,τοὐπίσω,proposed,
urn:cite:hmt:normalized.2124,τουτ,τοῦτ',proposed,
urn:cite:hmt:normalized.1308,τοῦτέστι,τουτέστι,proposed,
urn:cite:hmt:normalized.568,τουτου,τούτου,proposed,
urn:cite:hmt:normalized.1506,τραπεζη,τραπέζῃ,proposed,
urn:cite:hmt:normalized.2221,τραχηλον,τράχηλον,proposed,
urn:cite:hmt:normalized.1120,τρεπει,τρέπει,proposed,
urn:cite:hmt:normalized.1148,τρεπει,τρέπει,proposed,
urn:cite:hmt:normalized.1738,τριπλοος,τριπλόος,proposed,
urn:cite:hmt:normalized.715,τρισυλλαβως,τρισυλλάβως,proposed,
urn:cite:hmt:normalized.367,τριτὸν,τρίτον,proposed,
urn:cite:hmt:normalized.1121,τροπῆ,τροπή,proposed,
urn:cite:hmt:normalized.1149,τροπῆ,τροπή,proposed,
urn:cite:hmt:normalized.1178,τω,τῶ,proposed,
urn:cite:hmt:normalized.1067,των,τῶν,proposed,
urn:cite:hmt:normalized.802,των,τῶν,proposed,
urn:cite:hmt:normalized.2013,ὑπειρ,ὑπείρ,proposed,
urn:cite:hmt:normalized.482,ὑπερ,ὑπέρ,proposed,
urn:cite:hmt:normalized.620,ὑπερ,ὑπέρ,proposed,
urn:cite:hmt:normalized.60,ὑπερβατον,ὑπέρβατον,proposed,
urn:cite:hmt:normalized.1869,υπερβολὴν,ὑπερβολὴν,proposed,
urn:cite:hmt:normalized.483,ὑπερκυδαντας,ὑπερκύδαντας,proposed,
urn:cite:hmt:normalized.1705,ὑπερτερην,ὑπερτέρην,proposed,
urn:cite:hmt:normalized.1706,ὑπερτερος,ὑπέρτερος,proposed,
urn:cite:hmt:normalized.726,ὕπέστρεψαν,ὑπέστρεψαν,proposed,
urn:cite:hmt:normalized.204,ὑπο,ὑπό,proposed,
urn:cite:hmt:normalized.454,ὑπο,ὑπὸ,proposed,
urn:cite:hmt:normalized.650,ὑποδειγμα,ὑπόδειγμα,proposed,
urn:cite:hmt:normalized.537,ὑποληπτεόν,ὑποληπτέον,proposed,
urn:cite:hmt:normalized.1126,ὑποστικτεον,ὑποστικτέον,proposed,
urn:cite:hmt:normalized.1461,υγιῶς,ὑγιῶς,proposed,
urn:cite:hmt:normalized.1841,υἱε,υἱέ,proposed,
urn:cite:hmt:normalized.368,υἱος,υἱός,proposed,
urn:cite:hmt:normalized.1415,υμῖν,ὑμῖν,proposed,
urn:cite:hmt:normalized.2180,ὑπ,ὑπ',proposed,
urn:cite:hmt:normalized.1966,ὑπαντησασα,ὑπαντήσασα,proposed,
urn:cite:hmt:normalized.1937,ὑπάρχη,ὑπάρχῃ,proposed,
urn:cite:hmt:normalized.1416,υπεξαίρεσιν,ὑπεξαίρεσιν,proposed,
urn:cite:hmt:normalized.2225,ὑπερθεν,ὕπερθεν,proposed,
urn:cite:hmt:normalized.2307,ὑφ,ὑφ',proposed,
urn:cite:hmt:normalized.2071,ύψους,ὕψους,proposed,
urn:cite:hmt:normalized.83,φᾶσθαι,φάσθαι,proposed,
urn:cite:hmt:normalized.1068,φαεινῳ,φαεινῷ,proposed,
urn:cite:hmt:normalized.1691,φαρμακον,φάρμακον,proposed,
urn:cite:hmt:normalized.1267,φερεν,φέρεν,proposed,
urn:cite:hmt:normalized.803,φερτερον,φέρτερον,proposed,
urn:cite:hmt:normalized.1796,φθαν,φθάν,proposed,
urn:cite:hmt:normalized.2201,φιαλην,φιάλην,proposed,
urn:cite:hmt:normalized.1336,φιλεταιρικῆ,φιλεταιρικῇ,proposed,
urn:cite:hmt:normalized.409,φιλιαν,φιλίαν,proposed,
urn:cite:hmt:normalized.678,φιλος,φίλος,proposed,
urn:cite:hmt:normalized.1689,φιλῳ,φίλῳ,proposed,
urn:cite:hmt:normalized.2231,φοβος,φόβος,proposed,
urn:cite:hmt:normalized.947,φορτικον,φορτικόν,proposed,
urn:cite:hmt:normalized.1417,φθαρεντος,φθαρέντος,proposed,
urn:cite:hmt:normalized.1377,φθάση,φθάσῃ,proposed,
urn:cite:hmt:normalized.1707,φρεσιν,φρεσὶν,proposed,
urn:cite:hmt:normalized.1545,φριξ,φρίξ,proposed,
urn:cite:hmt:normalized.2020,φυγαδε,φυγάδε,proposed,
urn:cite:hmt:normalized.999,φυγη,φυγῇ,proposed,
urn:cite:hmt:normalized.1000,φυγην,φυγήν,proposed,
urn:cite:hmt:normalized.1561,φωνῆ,φωνῇ,proposed,
urn:cite:hmt:normalized.50,χαλκευτικων,χαλκευτικῶν,proposed,
urn:cite:hmt:normalized.610,χαλκευτικων,χαλκευτικῶν,proposed,
urn:cite:hmt:normalized.1615,χαλκος,χαλκός,proposed,
urn:cite:hmt:normalized.1878,χειμεριον,χειμέριον,proposed,
urn:cite:hmt:normalized.1853,χειρα,χεῖρα,proposed,
urn:cite:hmt:normalized.1099,χειρος,χειρός,proposed,
urn:cite:hmt:normalized.569,χειρος,χειρός,proposed,
urn:cite:hmt:normalized.1562,χευωσιν,χεύωσιν,proposed,
urn:cite:hmt:normalized.643,χθώνι,χθονί,proposed,
urn:cite:hmt:normalized.679,χρειαν,χρείαν,proposed,
urn:cite:hmt:normalized.2227,χρεω,χρεώ,proposed,
urn:cite:hmt:normalized.369,χρῆσεις,χρήσεις,proposed,
urn:cite:hmt:normalized.644,χρησιμον,χρήσιμον,proposed,
urn:cite:hmt:normalized.1492,χρησιν,χρῆσιν,proposed,
urn:cite:hmt:normalized.51,χρότα,χρῶτα,proposed,
urn:cite:hmt:normalized.611,χρότα,χρῶτα,proposed,
urn:cite:hmt:normalized.1225,χρυσιου,χρυσίου,proposed,
urn:cite:hmt:normalized.1246,χρυσου,χρυσοῦ,proposed,
urn:cite:hmt:normalized.1585,χρωνται,χρῶνται,proposed,
urn:cite:hmt:normalized.2091,χωρησας,χωρήσας,proposed,
urn:cite:hmt:normalized.1452,ψιλην,ψιλήν,proposed,
urn:cite:hmt:normalized.1910,ῶ,ᾧ,proposed,
urn:cite:hmt:normalized.1930,ῷ,ᾦ,proposed,
urn:cite:hmt:normalized.1835,ᾡ,ᾧ,proposed,
urn:cite:hmt:normalized.1231,ῳήθης,ᾠήθης,proposed,
urn:cite:hmt:normalized.1275,ῶκα,ὦκα,proposed,
urn:cite:hmt:normalized.1277,ῶκα,ὦκα,proposed,
urn:cite:hmt:normalized.2190,ωκέας,ὠκέας,proposed,
urn:cite:hmt:normalized.1011,ὠκυρρόῳ,ὠκυρόῳ,proposed,
urn:cite:hmt:normalized.2176,ὠκυς,ὠκύς,proposed,
